alert_id,entity_id,asset_id,timestamp,severity,category,source,confidence,status,description
E001-A0184,E001,E001-AS017,2026-08-27 07:09:07,HIGH,MALWARE,IDS,0.73,CLOSED,Potential malicious executable detected
E001-A0185,E001,E001-AS017,2026-08-27 09:04:20,CRITICAL,DATA_EXFILTRATION,FIREWALL,0.94,CLOSED,Unusual outbound data transfer detected
E001-A0186,E001,E001-AS014,2026-08-27 09:20:31,LOW,MALWARE,IAM,0.62,CLOSED,Potential malicious executable detected
E001-A0187,E001,E001-AS013,2026-08-27 11:07:26,LOW,PHISHING,IAM,0.57,CLOSED,Phishing email delivered to employee
E001-A0188,E001,E001-AS019,2026-08-27 11:22:11,HIGH,PHISHING,EMAIL_SECURITY,0.79,CLOSED,Phishing email delivered to employee
E001-A0189,E001,E001-AS002,2026-08-27 13:42:11,LOW,SUSPICIOUS_LOGIN,EMAIL_SECURITY,0.47,CLOSED,Multiple suspicious login attempts
E001-A0190,E001,E001-AS007,2026-08-27 16:27:40,HIGH,BRUTE_FORCE,SIEM,0.75,CLOSED,Repeated failed login attempts detected
E001-A0191,E001,E001-AS030,2026-08-27 23:10:31,LOW,MALWARE,FIREWALL,0.47,OPEN,Potential malicious executable detected
E001-A0192,E001,E001-AS030,2026-08-28 01:10:26,MEDIUM,BRUTE_FORCE,SIEM,0.62,CLOSED,Repeated failed login attempts detected
E001-A0193,E001,E001-AS011,2026-08-28 03:21:55,LOW,MALWARE,IAM,0.51,OPEN,Potential malicious executable detected
E001-A0194,E001,E001-AS013,2026-08-28 03:56:14,MEDIUM,PRIVILEGE_ESCALATION,IDS,0.58,OPEN,Unusual privilege escalation attempt detected
E001-A0195,E001,E001-AS002,2026-08-28 13:45:20,MEDIUM,RANSOMWARE,EDR,0.79,CLOSED,Ransomware activity detected
E001-A0196,E001,E001-AS007,2026-08-29 00:11:33,LOW,PRIVILEGE_ESCALATION,EDR,0.55,OPEN,Unusual privilege escalation attempt detected
E001-A0197,E001,E001-AS022,2026-08-29 05:46:25,HIGH,MALWARE,FIREWALL,0.74,CLOSED,Potential malicious executable detected
E001-A0198,E001,E001-AS029,2026-08-29 06:39:50,MEDIUM,DATA_EXFILTRATION,IDS,0.6,CLOSED,Unusual outbound data transfer detected
E001-A0199,E001,E001-AS024,2026-08-29 15:03:42,MEDIUM,PRIVILEGE_ESCALATION,IDS,0.65,OPEN,Unusual privilege escalation attempt detected
E001-A0200,E001,E001-AS018,2026-08-29 15:05:31,LOW,SUSPICIOUS_LOGIN,IDS,0.56,CLOSED,Multiple suspicious login attempts
E001-A0201,E001,E001-AS008,2026-08-29 18:02:52,LOW,PRIVILEGE_ESCALATION,IAM,0.69,OPEN,Unusual privilege escalation attempt detected
E001-A0202,E001,E001-AS018,2026-08-29 20:32:39,HIGH,RANSOMWARE,FIREWALL,0.76,CLOSED,Ransomware activity detected
E001-A0203,E001,E001-AS024,2026-08-30 05:18:41,HIGH,DATA_EXFILTRATION,IAM,0.76,CLOSED,Unusual outbound data transfer detected
E001-A0204,E001,E001-AS029,2026-08-30 17:16:55,HIGH,PHISHING,EDR,0.88,CLOSED,Phishing email delivered to employee
