alert_id,entity_id,asset_id,timestamp,severity,category,source,confidence,status,description
E004-A0066,E004,E004-AS015,2026-08-27 01:58:57,HIGH,PRIVILEGE_ESCALATION,FIREWALL,0.83,RESOLVED,Privilege Escalation activity detected on telecom asset
E004-A0101,E004,E004-AS006,2026-08-27 04:57:28,LOW,PHISHING,FIREWALL,0.89,CLOSED,Phishing activity detected on telecom asset
E004-A0115,E004,E004-AS011,2026-08-27 05:05:54,MEDIUM,PHISHING,EDR,0.82,CLOSED,Phishing activity detected on telecom asset
E004-A0047,E004,E004-AS008,2026-08-27 06:52:03,HIGH,DATA_EXFILTRATION,FIREWALL,0.68,CLOSED,Data Exfiltration activity detected on telecom asset
E004-A0045,E004,E004-AS012,2026-08-27 09:12:40,HIGH,PRIVILEGE_ESCALATION,EDR,0.86,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0030,E004,E004-AS026,2026-08-27 16:10:48,HIGH,PHISHING,IDS,0.7,CLOSED,Phishing activity detected on telecom asset
E004-A0157,E004,E004-AS024,2026-08-27 18:24:18,LOW,PHISHING,IDS,0.77,CLOSED,Phishing activity detected on telecom asset
E004-A0117,E004,E004-AS023,2026-08-27 20:13:33,MEDIUM,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.69,CLOSED,Privilege Escalation activity detected on telecom asset
E004-A0006,E004,E004-AS001,2026-08-28 01:36:23,HIGH,BRUTE_FORCE,IAM,0.74,IN_PROGRESS,Repeated failed authentication activity on core network device
E004-A0180,E004,E004-AS021,2026-08-28 09:04:02,MEDIUM,PRIVILEGE_ESCALATION,IAM,0.58,OPEN,Privilege Escalation activity detected on telecom asset
E004-A0032,E004,E004-AS013,2026-08-28 10:24:19,HIGH,NETWORK_ANOMALY,IAM,0.92,RESOLVED,Network Anomaly activity detected on telecom asset
E004-A0174,E004,E004-AS005,2026-08-28 13:52:26,LOW,PHISHING,EDR,0.62,IN_PROGRESS,Phishing activity detected on telecom asset
E004-A0019,E004,E004-AS003,2026-08-28 13:57:43,HIGH,SUSPICIOUS_LOGIN,IAM,0.62,CLOSED,Suspicious Login activity detected on telecom asset
E004-A0097,E004,E004-AS011,2026-08-28 21:09:09,LOW,BRUTE_FORCE,IDS,0.57,OPEN,Brute Force activity detected on telecom asset
E004-A0199,E004,E004-AS023,2026-08-29 00:31:01,MEDIUM,SUSPICIOUS_LOGIN,SIEM,0.95,CLOSED,Suspicious Login activity detected on telecom asset
E004-A0176,E004,E004-AS019,2026-08-29 01:11:43,LOW,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.96,RESOLVED,Privilege Escalation activity detected on telecom asset
E004-A0106,E004,E004-AS030,2026-08-29 04:13:21,MEDIUM,DATA_EXFILTRATION,IAM,0.72,CLOSED,Data Exfiltration activity detected on telecom asset
E004-A0136,E004,E004-AS021,2026-08-29 08:09:39,MEDIUM,DATA_EXFILTRATION,SIEM,0.79,RESOLVED,Data Exfiltration activity detected on telecom asset
E004-A0058,E004,E004-AS027,2026-08-29 08:10:00,CRITICAL,MALWARE,SIEM,0.66,IN_PROGRESS,Malware activity detected on telecom asset
E004-A0063,E004,E004-AS015,2026-08-29 10:27:31,HIGH,MALWARE,FIREWALL,0.67,IN_PROGRESS,Malware activity detected on telecom asset
E004-A0137,E004,E004-AS017,2026-08-29 18:13:32,HIGH,NETWORK_ANOMALY,EMAIL_SECURITY,0.79,CLOSED,Network Anomaly activity detected on telecom asset
E004-A0037,E004,E004-AS030,2026-08-29 22:24:06,CRITICAL,SUSPICIOUS_LOGIN,SIEM,0.91,OPEN,Suspicious Login activity detected on telecom asset
E004-A0024,E004,E004-AS005,2026-08-29 23:05:24,CRITICAL,DATA_EXFILTRATION,FIREWALL,0.89,RESOLVED,Data Exfiltration activity detected on telecom asset
E004-A0190,E004,E004-AS022,2026-08-30 06:25:46,CRITICAL,BRUTE_FORCE,EDR,0.67,CLOSED,Brute Force activity detected on telecom asset
E004-A0056,E004,E004-AS011,2026-08-30 08:54:12,HIGH,MALWARE,EDR,0.85,RESOLVED,Malware activity detected on telecom asset
E004-A0067,E004,E004-AS003,2026-08-30 20:36:15,HIGH,MALWARE,EDR,0.92,CLOSED,Malware activity detected on telecom asset
E004-A0134,E004,E004-AS005,2026-08-30 21:52:35,MEDIUM,PHISHING,FIREWALL,0.98,CLOSED,Phishing activity detected on telecom asset
E004-A0087,E004,E004-AS007,2026-08-30 22:17:32,MEDIUM,RANSOMWARE,EDR,0.95,CLOSED,Ransomware activity detected on telecom asset
E004-A0200,E004,E004-AS030,2026-08-31 03:47:42,HIGH,PRIVILEGE_ESCALATION,EDR,0.7,CLOSED,Privilege Escalation activity detected on telecom asset
E004-A0053,E004,E004-AS029,2026-08-31 04:19:09,HIGH,RANSOMWARE,SIEM,0.68,IN_PROGRESS,Ransomware activity detected on telecom asset
E004-A0052,E004,E004-AS029,2026-08-31 04:32:21,HIGH,BRUTE_FORCE,EMAIL_SECURITY,0.75,IN_PROGRESS,Brute Force activity detected on telecom asset
E004-A0158,E004,E004-AS024,2026-08-31 07:25:47,LOW,MALWARE,IAM,0.89,IN_PROGRESS,Malware activity detected on telecom asset
